Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount, Profit ,age,payment_method,Order Year,Order Month,Age Range
3183.0,CA-2014-152912,2016-11-10,2016-11-13,Second Class,BM-11650,Brian Moss,Corporate,United States,Columbia,Maryland,21044.0,East,TEC-AC-10004666,Technology,Accessories,Maxell iVDR EX 500GB Cartridge,826.62,3.0,0.0,355.45,18,Debit Card,2016.0,November,18-24
3184.0,CA-2014-152912,2016-11-10,2016-11-13,Second Class,BM-11650,Brian Moss,Corporate,United States,Columbia,Maryland,21044.0,East,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,1633.14,9.0,0.0,473.61,40,Cash,2016.0,November,35-44
3185.0,CA-2014-152912,2016-11-10,2016-11-13,Second Class,BM-11650,Brian Moss,Corporate,United States,Columbia,Maryland,21044.0,East,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,544.38,3.0,0.0,157.87,34,Debit Card,2016.0,November,25-34
3186.0,CA-2011-123498,2011-11-07,2011-11-09,First Class,TC-20980,Tamara Chand,Corporate,United States,Houston,Texas,77041.0,Central,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,26.046,3.0,0.8,-44.28,58,Debit Card,2011.0,November,55-64
3187.0,CA-2011-123498,2011-11-07,2011-11-09,First Class,TC-20980,Tamara Chand,Corporate,United States,Houston,Texas,77041.0,Central,OFF-EN-10004773,Office Supplies,Envelopes,Staples,74.352,3.0,0.2,26.95,28,Credit Card,2011.0,November,25-34
3188.0,CA-2014-159352,2016-03-13,2016-03-18,Standard Class,KB-16585,Ken Black,Corporate,United States,Lowell,Massachusetts,1852.0,East,TEC-PH-10004700,Technology,Phones,PowerGen Dual USB Car Charger,69.93,7.0,0.0,32.17,40,Cash,2016.0,March,35-44
3189.0,US-2014-146416,2016-10-21,2016-10-23,Second Class,JE-16165,Justin Ellison,Corporate,United States,Woodland,California,95695.0,West,OFF-LA-10003714,Office Supplies,Labels,Avery 510,3.75,1.0,0.0,1.8,64,Cash,2016.0,October,55-64
3190.0,US-2014-146416,2016-10-21,2016-10-23,Second Class,JE-16165,Justin Ellison,Corporate,United States,Woodland,California,95695.0,West,OFF-BI-10001787,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders,20.928,4.0,0.2,7.59,69,Cash,2016.0,October,65+
3191.0,US-2012-163783,2012-12-27,2013-01-01,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Chicago,Illinois,60610.0,Central,OFF-ST-10002957,Office Supplies,Storage,Sterilite Show Offs Storage Containers,12.672,3.0,0.2,-3.17,28,Debit Card,2012.0,December,25-34
3192.0,CA-2014-123981,2016-10-03,2016-10-09,Standard Class,RW-19630,Rob Williams,Corporate,United States,New York City,New York,10035.0,East,TEC-PH-10002115,Technology,Phones,Plantronics 81402,65.99,1.0,0.0,17.16,62,Cash,2016.0,October,55-64
3193.0,CA-2014-158953,2016-06-05,2016-06-09,Standard Class,ML-18040,Michelle Lonsdale,Corporate,United States,Missouri City,Texas,77489.0,Central,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,6.37,7.0,0.8,-9.56,33,Debit Card,2016.0,June,25-34
3194.0,CA-2011-165428,2011-09-01,2011-09-04,First Class,JL-15130,Jack Lebron,Consumer,United States,Houston,Texas,77036.0,Central,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,3.648,3.0,0.8,-6.02,42,Credit Card,2011.0,September,35-44
3195.0,CA-2011-165428,2011-09-01,2011-09-04,First Class,JL-15130,Jack Lebron,Consumer,United States,Houston,Texas,77036.0,Central,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,31.104,6.0,0.2,10.89,52,Credit Card,2011.0,September,45-54
3196.0,CA-2013-169026,2015-08-09,2015-08-14,Standard Class,CM-12655,Corinna Mitchell,Home Office,United States,Jackson,Mississippi,39212.0,South,OFF-FA-10001883,Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes",23.34,3.0,0.0,0.23,30,Cash,2015.0,August,25-34
3197.0,CA-2014-109750,2016-07-23,2016-07-29,Standard Class,FH-14365,Fred Hopkins,Corporate,United States,New York City,New York,10009.0,East,TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",29.97,3.0,0.0,14.09,33,Cash,2016.0,July,25-34
3198.0,CA-2012-149384,2012-07-10,2012-07-10,Same Day,EH-13945,Eric Hoffmann,Consumer,United States,Tempe,Arizona,85281.0,West,OFF-BI-10003196,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,3.366,3.0,0.7,-2.24,51,Cash,2012.0,July,45-54
3199.0,CA-2011-131527,2011-12-01,2011-12-07,Standard Class,TB-21280,Toby Braunhardt,Consumer,United States,Jacksonville,North Carolina,28540.0,South,TEC-PH-10001644,Technology,Phones,"BlueLounge Milo Smartphone Stand, White/Metallic",95.968,4.0,0.2,9.6,28,Credit Card,2011.0,December,25-34
3200.0,CA-2014-164000,2016-12-19,2016-12-23,Standard Class,AH-10030,Aaron Hawkins,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,18.704,7.0,0.2,2.34,60,Cash,2016.0,December,55-64
3201.0,CA-2011-164224,2011-05-18,2011-05-20,Second Class,TT-21070,Ted Trevino,Consumer,United States,Akron,Ohio,44312.0,East,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,149.232,3.0,0.2,3.73,43,Cash,2011.0,May,35-44
3202.0,CA-2011-164224,2011-05-18,2011-05-20,Second Class,TT-21070,Ted Trevino,Consumer,United States,Akron,Ohio,44312.0,East,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,15.936,4.0,0.2,5.78,46,Debit Card,2011.0,May,45-54
3203.0,CA-2011-158372,2011-11-10,2011-11-16,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037.0,West,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,601.536,8.0,0.2,60.15,48,Debit Card,2011.0,November,45-54
3204.0,CA-2011-158372,2011-11-10,2011-11-16,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037.0,West,TEC-AC-10004209,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,10.99,1.0,0.0,4.29,25,Cash,2011.0,November,25-34
3205.0,CA-2011-158372,2011-11-10,2011-11-16,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037.0,West,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,39.88,2.0,0.0,11.17,22,Cash,2011.0,November,18-24
3206.0,CA-2011-158372,2011-11-10,2011-11-16,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037.0,West,OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",62.24,8.0,0.0,28.01,37,Cash,2011.0,November,35-44
3207.0,CA-2011-158372,2011-11-10,2011-11-16,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037.0,West,FUR-FU-10001867,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",53.2,5.0,0.0,14.9,59,Credit Card,2011.0,November,55-64
3208.0,CA-2011-158372,2011-11-10,2011-11-16,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037.0,West,OFF-LA-10000407,Office Supplies,Labels,Avery White Multi-Purpose Labels,39.84,8.0,0.0,18.33,25,Debit Card,2011.0,November,25-34
3209.0,CA-2013-108882,2015-01-09,2015-01-15,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Fresno,California,93727.0,West,TEC-AC-10000420,Technology,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,349.95,5.0,0.0,118.98,60,Credit Card,2015.0,January,55-64
3210.0,CA-2013-108882,2015-01-09,2015-01-15,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Fresno,California,93727.0,West,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,377.928,9.0,0.2,141.72,30,Credit Card,2015.0,January,25-34
3211.0,US-2014-108245,2016-09-23,2016-09-28,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Pearland,Texas,77581.0,Central,OFF-EN-10001415,Office Supplies,Envelopes,Staples,13.392,3.0,0.2,5.02,60,Cash,2016.0,September,55-64
3212.0,US-2014-108245,2016-09-23,2016-09-28,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Pearland,Texas,77581.0,Central,OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,11.228,7.0,0.8,-18.53,59,Cash,2016.0,September,55-64
3213.0,CA-2011-142314,2011-12-23,2011-12-28,Standard Class,SF-20200,Sarah Foster,Consumer,United States,Richmond,Indiana,47374.0,Central,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,207.24,11.0,0.0,58.03,40,Debit Card,2011.0,December,35-44
3214.0,CA-2013-132409,2015-05-27,2015-06-02,Standard Class,TH-21235,Tiffany House,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-AR-10001919,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",1.504,1.0,0.2,0.17,55,Credit Card,2015.0,May,55-64
3215.0,CA-2013-132409,2015-05-27,2015-06-02,Standard Class,TH-21235,Tiffany House,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,34.848,2.0,0.2,6.53,29,Credit Card,2015.0,May,25-34
3216.0,CA-2014-150189,2016-07-09,2016-07-11,First Class,VG-21790,Vivek Gonzalez,Consumer,United States,San Mateo,California,94403.0,West,OFF-LA-10002762,Office Supplies,Labels,Avery 485,75.18,6.0,0.0,35.33,48,Cash,2016.0,July,45-54
3217.0,CA-2011-114433,2011-05-13,2011-05-17,Standard Class,NP-18325,Naresj Patel,Consumer,United States,Oakland,California,94601.0,West,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,149.97,3.0,0.0,52.49,59,Cash,2011.0,May,55-64
3218.0,CA-2014-104640,2016-11-11,2016-11-17,Standard Class,FH-14275,Frank Hawley,Corporate,United States,New York City,New York,10024.0,East,OFF-BI-10003925,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,931.176,3.0,0.2,314.27,49,Debit Card,2016.0,November,45-54
3219.0,CA-2014-104640,2016-11-11,2016-11-17,Standard Class,FH-14275,Frank Hawley,Corporate,United States,New York City,New York,10024.0,East,TEC-PH-10002200,Technology,Phones,Aastra 6757i CT Wireless VoIP phone,430.88,2.0,0.0,124.96,21,Cash,2016.0,November,18-24
3220.0,US-2012-137008,2012-10-02,2012-10-08,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,Lakewood,New Jersey,8701.0,East,OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,94.85,5.0,0.0,45.53,29,Cash,2012.0,October,25-34
3221.0,US-2012-137008,2012-10-02,2012-10-08,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,Lakewood,New Jersey,8701.0,East,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,51.12,4.0,0.0,23,57,Credit Card,2012.0,October,55-64
3222.0,US-2012-137008,2012-10-02,2012-10-08,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,Lakewood,New Jersey,8701.0,East,TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,90.0,1.0,0.0,32.4,42,Cash,2012.0,October,35-44
3223.0,CA-2011-108189,2011-10-02,2011-10-05,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281.0,West,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",9.408,2.0,0.2,3.41,59,Cash,2011.0,October,55-64
3224.0,CA-2011-108189,2011-10-02,2011-10-05,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281.0,West,OFF-FA-10000735,Office Supplies,Fasteners,Staples,4.672,2.0,0.2,1.46,19,Cash,2011.0,October,18-24
3225.0,CA-2011-108189,2011-10-02,2011-10-05,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281.0,West,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,318.4,2.0,0.2,107.46,39,Credit Card,2011.0,October,35-44
3226.0,CA-2011-108189,2011-10-02,2011-10-05,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281.0,West,OFF-EN-10004846,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,12.768,6.0,0.2,4.63,63,Credit Card,2011.0,October,55-64
3227.0,CA-2011-108189,2011-10-02,2011-10-05,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281.0,West,OFF-SU-10003567,Office Supplies,Supplies,Stiletto Hand Letter Openers,15.36,2.0,0.2,-3.26,60,Debit Card,2011.0,October,55-64
3228.0,CA-2011-108189,2011-10-02,2011-10-05,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281.0,West,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,230.376,3.0,0.2,20.16,48,Debit Card,2011.0,October,45-54
3229.0,CA-2011-108189,2011-10-02,2011-10-05,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281.0,West,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,7.16,1.0,0.2,-0.09,64,Credit Card,2011.0,October,55-64
3230.0,CA-2011-154641,2011-08-11,2011-08-16,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,New York City,New York,10035.0,East,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,375.34,1.0,0.0,18.77,54,Cash,2011.0,August,45-54
3231.0,CA-2014-131625,2016-09-02,2016-09-06,Second Class,BN-11515,Bradley Nguyen,Consumer,United States,New York City,New York,10009.0,East,FUR-FU-10004960,Furniture,Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",114.9,5.0,0.0,39.07,42,Credit Card,2016.0,September,35-44
3232.0,US-2014-156356,2016-04-17,2016-04-23,Standard Class,ND-18370,Natalie DeCherney,Consumer,United States,Houston,Texas,77095.0,Central,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,26.046,3.0,0.8,-44.28,61,Cash,2016.0,April,55-64
3233.0,US-2014-156356,2016-04-17,2016-04-23,Standard Class,ND-18370,Natalie DeCherney,Consumer,United States,Houston,Texas,77095.0,Central,OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",2.896,1.0,0.8,-4.78,56,Cash,2016.0,April,55-64
3234.0,US-2014-156356,2016-04-17,2016-04-23,Standard Class,ND-18370,Natalie DeCherney,Consumer,United States,Houston,Texas,77095.0,Central,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,32.544,2.0,0.2,-7.73,49,Debit Card,2016.0,April,45-54
3235.0,CA-2013-138933,2015-04-25,2015-04-28,First Class,JL-15130,Jack Lebron,Consumer,United States,Riverside,California,92503.0,West,OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,3.984,1.0,0.2,1.39,44,Cash,2015.0,April,35-44
3236.0,CA-2013-140746,2015-01-15,2015-01-15,Same Day,RC-19825,Roy Collins,Consumer,United States,Fairfield,Connecticut,6824.0,East,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",181.797,1.0,0.3,-15.58,28,Cash,2015.0,January,25-34
3237.0,CA-2013-146836,2015-05-03,2015-05-03,Same Day,CC-12475,Cindy Chapman,Consumer,United States,New York City,New York,10024.0,East,OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,44.94,3.0,0.0,12.58,30,Credit Card,2015.0,May,25-34
3238.0,CA-2013-146836,2015-05-03,2015-05-03,Same Day,CC-12475,Cindy Chapman,Consumer,United States,New York City,New York,10024.0,East,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,45.576,3.0,0.2,15.95,32,Cash,2015.0,May,25-34
3239.0,US-2013-127971,2015-11-21,2015-11-28,Standard Class,DW-13195,David Wiener,Corporate,United States,Houston,Texas,77095.0,Central,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",318.43,5.0,0.3,-77.33,26,Credit Card,2015.0,November,25-34
3240.0,US-2013-127971,2015-11-21,2015-11-28,Standard Class,DW-13195,David Wiener,Corporate,United States,Houston,Texas,77095.0,Central,TEC-PH-10003095,Technology,Phones,Samsung HM1900 Bluetooth Headset,122.92,7.0,0.2,46.1,51,Cash,2015.0,November,45-54
3241.0,US-2013-127971,2015-11-21,2015-11-28,Standard Class,DW-13195,David Wiener,Corporate,United States,Houston,Texas,77095.0,Central,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,7.068,3.0,0.6,-2.83,57,Debit Card,2015.0,November,55-64
3242.0,US-2013-140809,2015-02-01,2015-02-03,First Class,CK-12760,Cyma Kinney,Corporate,United States,Arlington,Virginia,22204.0,South,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,56.45,5.0,0.0,14.68,41,Credit Card,2015.0,February,35-44
3243.0,CA-2014-114524,2016-04-01,2016-04-06,Second Class,EG-13900,Emily Grady,Consumer,United States,Chicago,Illinois,60623.0,Central,OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",13.468,13.0,0.8,-22.9,21,Cash,2016.0,April,18-24
3244.0,CA-2014-113355,2016-12-02,2016-12-06,Standard Class,SJ-20215,Sarah Jordon,Consumer,United States,Grand Prairie,Texas,75051.0,Central,TEC-PH-10004912,Technology,Phones,Cisco SPA112 2 Port Phone Adapter,219.8,5.0,0.2,24.73,59,Credit Card,2016.0,December,55-64
3245.0,CA-2014-113355,2016-12-02,2016-12-06,Standard Class,SJ-20215,Sarah Jordon,Consumer,United States,Grand Prairie,Texas,75051.0,Central,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,317.058,3.0,0.3,-18.12,40,Cash,2016.0,December,35-44
3246.0,US-2014-140907,2016-12-11,2016-12-13,Second Class,BP-11185,Ben Peterman,Corporate,United States,Seattle,Washington,98103.0,West,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,49.08,3.0,0.0,4.91,43,Debit Card,2016.0,December,35-44
3247.0,US-2014-140907,2016-12-11,2016-12-13,Second Class,BP-11185,Ben Peterman,Corporate,United States,Seattle,Washington,98103.0,West,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,324.9,5.0,0.0,38.99,56,Cash,2016.0,December,55-64
3248.0,US-2014-140907,2016-12-11,2016-12-13,Second Class,BP-11185,Ben Peterman,Corporate,United States,Seattle,Washington,98103.0,West,OFF-AR-10000799,Office Supplies,Art,Col-Erase Pencils with Erasers,18.24,3.0,0.0,5.29,49,Cash,2016.0,December,45-54
3249.0,CA-2013-159730,2015-09-18,2015-09-22,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Seattle,Washington,98103.0,West,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,113.888,2.0,0.2,9.97,43,Cash,2015.0,September,35-44
3250.0,CA-2013-159730,2015-09-18,2015-09-22,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Seattle,Washington,98103.0,West,TEC-PH-10002085,Technology,Phones,Clarity 53712,105.584,2.0,0.2,7.92,38,Credit Card,2015.0,September,35-44
3251.0,CA-2013-157868,2015-12-24,2015-12-30,Standard Class,MC-17590,Matt Collister,Corporate,United States,Grand Rapids,Michigan,49505.0,Central,OFF-FA-10000992,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",24.85,7.0,0.0,11.68,21,Cash,2015.0,December,18-24
3252.0,CA-2014-119389,2016-04-18,2016-04-20,First Class,BG-11740,Bruce Geld,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,FUR-FU-10001473,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",60.312,3.0,0.2,5.28,50,Credit Card,2016.0,April,45-54
3253.0,CA-2014-110373,2016-10-28,2016-10-31,Second Class,MA-17560,Matt Abelman,Home Office,United States,Chicago,Illinois,60610.0,Central,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,7.056,3.0,0.2,2.21,31,Cash,2016.0,October,25-34
3254.0,CA-2014-110373,2016-10-28,2016-10-31,Second Class,MA-17560,Matt Abelman,Home Office,United States,Chicago,Illinois,60610.0,Central,TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,27.184,2.0,0.2,2.04,61,Cash,2016.0,October,55-64
3255.0,CA-2013-155474,2015-07-09,2015-07-15,Standard Class,CC-12220,Chris Cortes,Consumer,United States,Seattle,Washington,98105.0,West,TEC-PH-10001580,Technology,Phones,Logitech Mobile Speakerphone P710e - speaker phone,107.984,1.0,0.2,9.45,21,Debit Card,2015.0,July,18-24
3256.0,CA-2013-155474,2015-07-09,2015-07-15,Standard Class,CC-12220,Chris Cortes,Consumer,United States,Seattle,Washington,98105.0,West,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",19.296,3.0,0.2,6.03,48,Cash,2015.0,July,45-54
3257.0,CA-2012-155453,2012-08-09,2012-08-14,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Jacksonville,Florida,32216.0,South,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,4.608,2.0,0.2,1.67,36,Cash,2012.0,August,35-44
3258.0,US-2013-161844,2015-12-10,2015-12-15,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,Franklin,Tennessee,37064.0,South,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,79.974,3.0,0.4,-29.32,67,Cash,2015.0,December,65+
3259.0,US-2013-161844,2015-12-10,2015-12-15,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,Franklin,Tennessee,37064.0,South,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",2.946,2.0,0.7,-2.06,62,Credit Card,2015.0,December,55-64
3260.0,US-2013-162103,2015-11-14,2015-11-18,Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Highland Park,Illinois,60035.0,Central,OFF-BI-10000285,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,3.136,2.0,0.8,-4.7,65,Cash,2015.0,November,65+
3261.0,CA-2011-151554,2011-11-14,2011-11-15,First Class,CM-11815,Candace McMahon,Corporate,United States,Pasadena,Texas,77506.0,Central,OFF-PA-10004609,Office Supplies,Paper,Xerox 221,20.736,4.0,0.2,7.26,50,Debit Card,2011.0,November,45-54
3262.0,CA-2011-140662,2011-11-17,2011-11-19,First Class,TS-21205,Thomas Seio,Corporate,United States,San Francisco,California,94109.0,West,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,99.98,2.0,0.0,8,40,Cash,2011.0,November,35-44
3263.0,CA-2011-140662,2011-11-17,2011-11-19,First Class,TS-21205,Thomas Seio,Corporate,United States,San Francisco,California,94109.0,West,OFF-PA-10003395,Office Supplies,Paper,Xerox 1941,733.95,7.0,0.0,352.3,35,Credit Card,2011.0,November,35-44
3264.0,CA-2011-140662,2011-11-17,2011-11-19,First Class,TS-21205,Thomas Seio,Corporate,United States,San Francisco,California,94109.0,West,OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,241.44,3.0,0.0,72.43,66,Debit Card,2011.0,November,65+
3265.0,CA-2013-122518,2015-03-05,2015-03-09,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Miami,Florida,33180.0,South,OFF-LA-10001641,Office Supplies,Labels,Avery 518,10.08,4.0,0.2,3.53,61,Debit Card,2015.0,March,55-64
3266.0,US-2011-126571,2011-10-11,2011-10-15,Standard Class,JF-15565,Jill Fjeld,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,281.904,2.0,0.2,10.57,60,Credit Card,2011.0,October,55-64
3267.0,US-2011-126571,2011-10-11,2011-10-15,Standard Class,JF-15565,Jill Fjeld,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,201.432,3.0,0.2,67.98,46,Debit Card,2011.0,October,45-54
3268.0,CA-2011-143840,2011-05-22,2011-05-29,Standard Class,EH-14185,Evan Henry,Consumer,United States,Decatur,Alabama,35601.0,South,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,135.98,2.0,0.0,34,26,Cash,2011.0,May,25-34
3269.0,CA-2011-143840,2011-05-22,2011-05-29,Standard Class,EH-14185,Evan Henry,Consumer,United States,Decatur,Alabama,35601.0,South,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,44.95,1.0,0.0,12.59,45,Cash,2011.0,May,45-54
3270.0,CA-2011-115980,2011-07-15,2011-07-19,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Sioux Falls,South Dakota,57103.0,Central,TEC-AC-10003709,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,2.97,3.0,0.0,1.31,69,Credit Card,2011.0,July,65+
3271.0,CA-2011-115980,2011-07-15,2011-07-19,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Sioux Falls,South Dakota,57103.0,Central,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,6.54,3.0,0.0,2.68,67,Cash,2011.0,July,65+
3272.0,CA-2012-155145,2012-12-27,2012-12-29,Second Class,KN-16450,Kean Nguyen,Corporate,United States,Visalia,California,93277.0,West,TEC-AC-10003709,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,7.92,8.0,0.0,3.48,32,Credit Card,2012.0,December,25-34
3273.0,CA-2012-146038,2012-02-09,2012-02-16,Standard Class,SJ-20215,Sarah Jordon,Consumer,United States,Los Angeles,California,90049.0,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",203.92,5.0,0.2,22.94,41,Credit Card,2012.0,February,35-44
3274.0,CA-2014-133865,2016-05-09,2016-05-13,Standard Class,PS-19045,Penelope Sewall,Home Office,United States,Los Angeles,California,90032.0,West,TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax,3359.952,6.0,0.2,"1,049.99",20,Credit Card,2016.0,May,18-24
3275.0,CA-2014-116358,2016-11-03,2016-11-07,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,Overland Park,Kansas,66212.0,Central,OFF-FA-10003495,Office Supplies,Fasteners,Staples,18.24,3.0,0.0,9.12,43,Cash,2016.0,November,35-44
3276.0,CA-2014-116358,2016-11-03,2016-11-07,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,Overland Park,Kansas,66212.0,Central,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",27.78,6.0,0.0,9.17,30,Cash,2016.0,November,25-34
